AUTORE,TITLE or subject,ANNO,PROVENIENZA,LUOGO DI CONSERVAZIONE,KEY WORD 1, KEY WORDS 2,KEY WORDS 3,KEY WORDS 4,KEY WORDS 5,LINKS,FORMATO,TOPIC,TOPIC,TOPIC,NOTES FOR INTERNAL USE,Responsible
Jan Luyken,"NO TITLE

Drowning of Heinrich Sumer and 
Jakob Mandel ",1685,"Tieleman Jansz van Braght, 
Martyrs' Mirror, book 2, p. 
750; ed. 1685","Rijksmuseum, Amsterdam",Martyrology,Anabaptist,Switzerland,Moravian,,https://drive.google.com/file/d/1pq7-v8x9FFKBXpRVDqCPT6_wmwcbSdXM/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Jan Luyken,Mattheus Mair. 1591,1685,"Tieleman Jansz van Braght, 
Martyrs' Mirror, book 2, p. 
788; ed. 1685","Rijksmuseum, Amsterdam",Martyrology,Anabaptist,Holy Roman Empire,Austrian,,https://drive.google.com/file/d/1Rej5Dzltl6DfO1AIs-GxAeqhZsFInyNl/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Jan Luyken,"NO TITLE

Burial alive of Anneke van den Hove",1685,"Tieleman Jansz van Braght, 
Martyrs' Mirror, book 2, p. 
793; ed. 1685","Rijksmuseum, Amsterdam",Martyrology,Anabaptist,Brussels ,Women Martyrs,,https://drive.google.com/file/d/1_L9e5HImWLU-9F0A1JMB_PumZ9p4qWUf/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of master Ierome of 
Prage.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital library,Martyrology,Jerome of Prague,Hussite,Bohemia,Council of Constance,https://drive.google.com/file/d/1v59Lo3uxuvnz0xLw8fKDnoA7bAirleIJ/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"John Bent, Martyr",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library ,Martyrology,Tudor England,Henry VIII,Protestant,,https://drive.google.com/file/d/1SnADBdHBLxmOKPTdsfr1Jw5HRn0ga8Gv/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,https://dl.atla.com/collections/images-from-the-john-foxe-s-acts-and-monuments?locale=en,Martinuzzi
Anonymous,"The Burning of Five 
Martyrs in Smithfield",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Mary Tudor,Protestant,,https://drive.google.com/file/d/1Regw0SxagLN4LPgeXkIzdDeI0xRM_nSd/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The Martyrdome of Thomas 
Benbridge, Anno 1558 July 19.",1583,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Mary Tudor,Protestant ,,https://drive.google.com/file/d/1Bq46QeXsUQEXM3lpJ3CWYU58Z_jy2V0n/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The patient Martyrdome of a poore 
woman at Exeter, being one Prests 
wife.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Women Martyrs,Agnes Prest,Mary Tudor,https://drive.google.com/file/d/14J7iwtbGgnym_rPDgKYE_4pdKEQU2jx0/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""God be Mercifull to me a 
Sinner"" - in image",Martinuzzi
Anonymous,"The Martyrdome of Alexander 
Gouch, and Drivers wife. ",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Women Martyrs,Alice Driver,Mary Tudor,https://drive.google.com/file/d/1waNZ6NlQBnHE24xJJBkqTMYsmWPoUeqw/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of Richard Yeoman 
Minister at Norwich 1558 July 10.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor Englnad,Mary Tudor,Protestant,,https://drive.google.com/file/d/1ZdoRIXsJSBNWDSkHzG5DBtfIE-bYXnff/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The description of the horrible 
Burning of Iohn Badby, and how 
he was used at his death.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,England,Lollard Martyr,Transubstantiation ,,https://drive.google.com/file/d/1eI3AP1VPW_0Hpt0ddeMU58wnR6oK5kUN/view?usp=sharing,jpg,4. Sacrifice and Eucharist (16th-18th century),,,"""Mercy Lord Iesus Christ 
mercy"" - in image",Martinuzzi
Anonymous,"The order and manner of taking up 
ye body of John Wycliffe, and 
burning his bones 41. years after 
his death.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,England,Late Middle Ages,,,https://drive.google.com/file/d/1U02UuxbkAPBIVSL4oYDS3fTSda1tpnL5/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""the ashes of Wicklife cast in 
to the river"" - in image",Martinuzzi
Anonymous,"A description of Lollards Tower, 
where Mr. Richard Hunne was 
murthered. ",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Lollard Martyr,Henry VIII,,https://drive.google.com/file/d/1c1VZLWzmpqdVDUGvQFH_Yl0gvan_zCPl/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of Christopher 
Schoomaker.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor Englnad,Henry VIII,Transubstantiation ,,https://drive.google.com/file/d/1Naa2CUB7jjjjw3s9IjTnPjHfSE-9MLmd/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The Martyrdome of Ierome & his 
two companions. ",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Italy,Florence,Savonarola ,Dominican,https://drive.google.com/file/d/1tl-OK1VIfwWjdbfnO11FsZWujvLxYeHZ/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The Death and Martyrdome of 
Damlip",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Protestant,Adam Damlip,Henry VIII,Reginald Pole,https://drive.google.com/file/d/1ayFhxDUtpGNHXQH92An-BCfllKlnIBaN/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The order and manner of the 
burning of the constant Martyr of 
Christ, John Lambert.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Protestant,Henry VIII,John Lambert,https://drive.google.com/file/d/1ef1zLhHcEFDovijjWE-fauyTrD-2x0kM/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""None but Christ, none but 
Christ."" - in image",Martinuzzi
Anonymous,"Martyrdome of D. Robert Barnes, 
Tho: Garret and William Hierome, in 
Smithfield, Anno 1541.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor Englnad,Protestnat,Mary Tudor,"Robert Barnes; 
Thomas Garret; 
William Jerome",https://drive.google.com/file/d/1XmXhtKij_ZONCGKkxeBYwvxew_Bgit1X/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning and Martyrdome of 
Kerby.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor Englnad,Protestant,Mary Tudor,Transubstantiation,https://drive.google.com/file/d/1eaivd9p4F2qieKY55y9n99tul9kwtDBe/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of Thomas Wats, 
Martyr.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Protestant,Mary Tudor,,https://drive.google.com/file/d/182g0ocm7pVGQfj_pHYGDpTmqMNbmcNNn/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The description of the burning of 
Mr. John Bradford Preacher, and 
John Leaf a Prentice.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England ,Protestant,Mary Tudor,,https://drive.google.com/file/d/1ACKr7-IleejBebCSTLXBRn9lSnMHDE0j/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""Repent Englnad.""; ""Jesus
receive us."" - in image",Martinuzzi
Anonymous,The burning of Four Martyrs.,1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Canterbury Martyrs,Mary Tudor,"John Bland; 
John Frankesh;
Nicholas Sheterden;
Humphrey Middleton ",https://drive.google.com/file/d/1JxjnEeRrD9LjMhjZRhjZmWOaxfpqhwVS/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"A lamentable spectacle of three 
Women, with a silly Infant brasting 
out of the mothers womb, being 
first taken out of the fire, and cast 
again, and so all burned together, 
in the Isle of Garnsey, 1556 July 18.   ",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Women Martyrs,Guernsey ,Mary Tudor,"Guillemine Gilbert;
Perotine Massey;
Catherine Cauchés ",https://drive.google.com/file/d/1S431-QW0VowqJdTrGJpztz-YRCO5igf3/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of thirteen persons at
Stratford the Bowe neer London,
wherof the two women went in 
among them to the stake untied.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Stratford Martyrs,Mary Tudor,Tudor England,Women Martyrs,https://drive.google.com/file/d/1X3hAGBHvCvLLib8k2ufAOlDBV4ls24ZB/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
anonymous,The Martyrdome of three Women,1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Women Martyrs,Mary Tudor,Tudor England,"Catherine Hut; 
Joan Horns;
Elizabeth Thackvel",https://drive.google.com/file/d/1DqiAuOpdR2d2uaUN_VWjZLuW2giuQwjo/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of Seven Martyrs at 
Canterbury.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Women Martyrs,Mary Tudor,Women Martyrs,Canterbury Martyrs,https://drive.google.com/file/d/1RY2-Wt6UAC1MR2ZkDnj3XTMZK_gQQAko/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The manner of burning Anne 
Askew, Iohn Lacels, Iohn 
Adams, & Nicolas Beleman, with 
certane of ye counsell sitting in 
Smithfield.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Women Martyrs,Henry VIII,Tudor England,Protestant,https://drive.google.com/file/d/1kiX5Ig9yl8-p_FRNApKFNIPpF11NU5c4/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of Master Laurence 
Saunders at Coventry.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Mary Tudor,Protestant,Tudor England,,https://drive.google.com/file/d/1utMmCkLtBWEn60TMikkiVpQ8ULPNsY1R/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The martyrdome of Master George 
Wisehart",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Scotland,Protestant,St. Andrews,George Wishart,https://drive.google.com/file/d/1GPftgtkm6GXMr3zzM2RDJWWMfjnHOLBL/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"Three godly Martyrs burned in 
Smithfield, Anno 1558 March 28",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Protestant,Mary Tudor,"Cuthbert Simpson;
 Hugh Foxe;
John Devenish",https://drive.google.com/file/d/1C43PNc8Q-0LySbv4ki6IAPnUN3rBQTcN/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of 3 Godly Martyrs at 
Norwich, (viz.) William Seaman, 
Tho: Carman, and Tho: Hudson, 
Anno 1558, May 6.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Protestant,Mary Tudor,,https://drive.google.com/file/d/1_Dhoq82ABIVlhCdQdMqyyFuNKySFj8av/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The martyrdome of Richard 
Bayfield",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Tudor England,Thomas More,Benedictine,Protestant,https://drive.google.com/file/d/13XgVH4WeMgRoJeEeRxIT1OV0nQBAOKBj/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The cruell handling of William 
Gardiner an English Merchant, in 
Portugall ",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Protestant,Portugal ,Lisbon,,https://drive.google.com/file/d/1woCOU2zHlQjsH1MjgFtTgV3gjthYjYkV/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The burning of the blessed Martyr 
Thomas Tomkins",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Protestant,Tudor England,Mary Tudor,Transubstantiation,https://drive.google.com/file/d/15_YnaFy-kC5kbSn3AD6w2FSAtu2_vHpR/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The cruell burning of Geroge 
Marsh, Martyr.",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Protestant,Tudor England,Mary Tudor,,https://drive.google.com/file/d/1zFG-l6agExpSCcSCze1SidMTYrDEGNGS/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""Not upon y Condition"" - in
image",Martinuzzi
Anonymous,"The burning of William Flower at 
Westminster, ye 24 of April, Anno 
1555",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Protestant,Tudor England,Mary Tudor,,https://drive.google.com/file/d/17Hq_YaJvwe5o0HaNXSlPWifLYAgv9NtG/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The Martyrdome of Iohn 
Cardmaker, and Iohn Warne 
Upholster, Anno 1555 May 30.  ",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Protestant,Tudor England,Mary Tudor,Observant Friar,https://drive.google.com/file/d/1-ch1POINyAwRtBnL1kby1lM1AEUscT9X/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""Bewar of Idolitry""; ""Mr. 
Cardmaker"" - in image",Martinuzzi
Anonymous,"The burning of Dr. Thomas 
Cranmer, Archbishop of 
Canterbury, in ye Towne ditch at 
Oxford, with his hand first thrust 
into ye fire, wherewith he 
subscribed before.",1563,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,English Reformation ,Tudor England,Mary Tudor,Henry VIII,https://drive.google.com/file/d/1HVQ3yRIbprSRsxAFhGz7eZjRdD0l2A43/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""Lord receive my Spirit"" - in
image",Martinuzzi
Anonymous,The burning of two Women,1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Women Martyrs,Agnes Potten,Joan Trunchfield,Mary Tudor,https://drive.google.com/file/d/1S2XFf7IAPcHGLQiTnMZNOjlD8qp-hrK8/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Anonymous,"The martyrdome of Cicely Ormes 
at Norwich. An. 1557 September ",1570,"John Foxe, Book of Martyrs, 
ninth ed. 1684 ",Atla Digital Library,Martyrology,Women Martyrs,Mary Tudor,Tudor England,Protestant,https://drive.google.com/file/d/1ZOeI0vylx2xtAlaP0fVvd4yb-cHs-ZdN/view?usp=sharing,jpg,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,"""Welcome ye Cross of 
Christ."" - in image",Martinuzzi
J.T. Newman,Stratford Martyrs Memorial,1879,"St. John's Church, 
Stratford (UK), Archive","Stratford Broadway, UK",Memorial,Marian Persecutions,Mary Tudor,England,Women Martyrs,https://drive.google.com/file/d/1V-_5IpgKW13IY2BpNL3kic-33TijLlOG/view?usp=sharing,PNG,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
School of Rembrandt ,Beheading of Anabaptist Martyrs,1640 ca. ,Robert Lehman Collection,The MET,Anabaptism,Netherland,Rembrandt,Mennonite,,https://drive.google.com/file/d/1K_8btu8iAKgGmY1xVOxFm0M9UywFgFyC/view?usp=sharing,JPEG,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
School of Rembrandt ,"Abraham and Isaac Before the 
Sacrifice",1644 ca.,Robert Lehman Collection,The MET,"Bible, Old Testament",Abraham and Isaac,"Bible, Genesis",,,https://drive.google.com/file/d/1-1beOO-XpIRg786yzRXyoa-6bSKaPgeb/view?usp=sharing,JPEG,1. Sacrifice and Bible (16th-18th century),,,,Martinuzzi
Rudolf Wuttke,Adolf Clarenbach ,1992,,Kölner Rathaus,Lutheran,Statue,Memorial,Anabaptist,,https://drive.google.com/file/d/1kEuSHFx9-b9LBEPumDQ9ZP1qV5AOydw4/view?usp=sharing,JPEG,6. Sacrifices of self: Martyrology after Reformation (16th-18th century),,,,Martinuzzi
Neroccio di Bartolomeo de' Landi (draw) or Urbano da Cortona (draw); Bastiano di Francesco (realisation) ,Sacrifice of Jephthah,1481-1485 c.a,,Siena Cathedral,"Bible, Old Testament",Jephthah,"Bible, Judges",Israel,,https://drive.google.com/file/d/18jKJz1gLb7IPihNfYPybOkk3cSdc9AsZ/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,"Non si tratta di un titolo, essendo un pavimento, ma del soggetto dell'opera",Albertoni
"Beccafumi, Domenico (draw)",Sacrifice of the priests of Baal,1519-1524 c.a,,Siena Cathedral,"Bible, Old Testament",Baal,Elijah,"Bible, 1 Kings",,https://drive.google.com/file/d/1XOJhLDCMeFLWq5BySnNT37GipnanKoqF/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,"Non si tratta di un titolo, essendo un pavimento, ma del soggetto dell'opera",Albertoni
"Beccafumi, Domenico (draw)",Killing of the prophets of Baal,1519-1524 c.a,,Siena Cathedral,"Bible, Old Testament",Baal,Elijah,"Bible, 1 Kings",,https://drive.google.com/file/d/1K9fAENZwl5Hl9l73MdIy3nKvggosuJl-/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,"Non si tratta di un titolo, essendo un pavimento, ma del soggetto dell'opera",Albertoni
"Beccafumi, Domenico (draw)",March of the Jewish people to the Promised Land and Sacrifice of Isaac,1547,,Siena Cathedral,"Bible, Old Testament","Bible, Genesis",Abraham and Isaac,Jews,,https://drive.google.com/file/d/1doLuohMQquScQjq2wzxiRe1Gc2BKChPw/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,"Non si tratta di un titolo, essendo un pavimento, ma del soggetto dell'opera",Albertoni
"Franco, Battista",The sacrifice of Isaac,1530-1550 ca.,,"Rijksmuseum, Amsterdam","Bible, Old Testament",Jews,Abraham and Isaac,"Bible, Genesis",,https://drive.google.com/file/d/1QD8dIz-qCFJX2SahB_LoQ19-2RWy6IFB/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Boyvin, René ; Thiry, Leonard",The sacrifice of the Golden Mountoun,1550 ca.,,"Bibliothèque municipale, Bordeaux","Bible, Old Testament",Holocausts,Golden Fleece,Argonauts,Animals,https://drive.google.com/file/d/1FHaYWYEU5cpSmOmYODc4m-fn7kZHP86G/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Totti, Pompilio (?)","
Instruments of ancient sacrifices",1627,"Pompilio Totti, Ritratto di Roma antica","Bibliothèque municipale, Bordeaux",Sacrificial Objects,History of Ancient Rome,Rome,,,https://drive.google.com/file/d/1kSekFE6zvzLc7Ypyy5Fb8ZPhoB0PFJoU/view?usp=sharing,jpg,2. Sacrifice and religion: comparisons antiquarians anthropology (16th-18th century),,,,Albertoni
"Hoyau, Germain (publisher)",Sacrifice of Jefte's daughter,1580-1583,,"Bibliothèque National de France, Paris","Bible, Old Testament",Jephthah,"Bible, Judges",Israel,Women,https://drive.google.com/file/d/1kmTfDtnvECAtJj9tbkOXOHNlp24UZXS1/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Boucher, François",Sacrifice of Gideon,1728 ca.,,"Musée du Louvre, Paris","Bible, Old Testament",Gideon,"Bible, Judges",Israel,Baal,https://drive.google.com/file/d/1AjyT4cht972bFjqOXIDGwtB-AsDR63BW/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Fontebasso, Francesco",Sacrifice of Gideon,1736 ca.,,"Museo diocesano tridentino, Trent","Bible, Old Testament",Gideon,"Bible, Judges",Israel,Baal,https://drive.google.com/file/d/1zWGU_SWMl24DHPIb-rY9t1Mm1qO5sZRX/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
"Straet, Jan van der","Asa and the sacrifice of the people of Judah, rejoicing in their oath to God",1589 ca.,,"Bibliothèque municipale, Bordeaux","Bible, Old Testament",Asa of Judah,Animals,"Bible, 2 Chronicles",Holocausts,https://drive.google.com/file/d/1aF9UK_UDKgcylPIdU0V1YPAr--r0LoU3/view?usp=sharing,jpg,1. Sacrifice and Bible (16th-18th century),,,,Albertoni
